"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"04 Schwabing - West",50.1,996,1987,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"05 Au - Haidhausen",46.5,926,1991,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"06 Sendling",52.1,693,1329,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"07 Sendling - Westpark",64,1170,1827,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"08 Schwanthalerhöhe",54.2,477,880,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"09 Neuhausen - Nymphenburg",54.7,1797,3285,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"10 Moosach",68.3,1143,1674,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"11 Milbertshofen - Am Hart",77.8,1817,2335,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"12 Schwabing - Freimann",56.3,1353,2403,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"13 Bogenhausen",57.6,1723,2993,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"14 Berg am Laim",70.5,1080,1532,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"15 Trudering - Riem",59.3,1424,2401,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"16 Ramersdorf - Perlach",73.7,2659,3608,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"17 Obergiesing - Fasangarten",60.8,1027,1688,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"18 Untergiesing - Harlaching",51,772,1515,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",62.4,1944,3115,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"20 Hadern",63.1,849,1346,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"21 Pasing - Obermenzing",56.4,1375,2438,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"22 Aubing - Lochhausen - Langwied",65.1,1195,1836,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"23 Allach - Untermenzing",55.9,604,1081,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"24 Feldmoching - Hasenbergl",71.9,1395,1939,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2019,"25 Laim",61.8,1038,1680,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"Stadt München",58.8,28593,48628,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"01 Altstadt - Lehel",45.9,278,606,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"02 Ludwigsvorstadt - Isarvorstadt",45,714,1585,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"03 Maxvorstadt",46.8,679,1450,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"04 Schwabing - West",49.3,981,1991,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"05 Au - Haidhausen",45.3,951,2098,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"06 Sendling",47.8,618,1294,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"07 Sendling - Westpark",62.7,1207,1924,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"08 Schwanthalerhöhe",52.5,458,872,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"09 Neuhausen - Nymphenburg",52.6,1712,3254,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"10 Moosach",68.5,1144,1671,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"11 Milbertshofen - Am Hart",76.1,1760,2313,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"12 Schwabing - Freimann",57.3,1412,2465,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"13 Bogenhausen",56.3,1619,2876,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"14 Berg am Laim",68.3,1106,1620,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"15 Trudering - Riem",59.4,1447,2435,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"16 Ramersdorf - Perlach",73.2,2663,3637,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"17 Obergiesing - Fasangarten",60.2,1063,1766,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"18 Untergiesing - Harlaching",50.1,775,1546,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",61.2,1896,3100,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"20 Hadern",59.8,811,1356,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"21 Pasing - Obermenzing",53.9,1264,2345,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"22 Aubing - Lochhausen - Langwied",63.8,1132,1775,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"23 Allach - Untermenzing",52.2,546,1045,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"24 Feldmoching - Hasenbergl",69.7,1371,1966,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2018,"25 Laim",60.2,986,1638,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"Stadt München",57.3,27582,48175,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"01 Altstadt - Lehel",44,281,639,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"02 Ludwigsvorstadt - Isarvorstadt",45.2,720,1592,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"03 Maxvorstadt",45.8,673,1470,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"04 Schwabing - West",48.2,988,2048,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"05 Au - Haidhausen",45,967,2148,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"06 Sendling",49.6,634,1278,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"07 Sendling - Westpark",62.4,1200,1923,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"08 Schwanthalerhöhe",51.1,451,883,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"09 Neuhausen - Nymphenburg",49.8,1612,3234,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"10 Moosach",67.7,1143,1688,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"11 Milbertshofen - Am Hart",76.5,1759,2299,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"12 Schwabing - Freimann",57.3,1382,2410,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"13 Bogenhausen",54.9,1518,2763,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"14 Berg am Laim",66.3,1080,1630,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"15 Trudering - Riem",56.4,1386,2458,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"16 Ramersdorf - Perlach",73.5,2536,3448,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"17 Obergiesing - Fasangarten",57.7,1050,1820,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"18 Untergiesing - Harlaching",46.9,713,1519,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",59.5,1843,3096,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"20 Hadern",58.2,773,1329,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"21 Pasing - Obermenzing",51.6,1201,2327,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"22 Aubing - Lochhausen - Langwied",59.9,963,1608,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"23 Allach - Untermenzing",47.5,487,1026,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"24 Feldmoching - Hasenbergl",67,1286,1919,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2017,"25 Laim",57.8,936,1620,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch bis 2 Jahre",2016,"Stadt München",56,26743,47720,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (bis 2 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (bis 2 Jahre)",NA,NA,NA
